,high,high_abnormal,index_0_price,index_0_scores,index_1_price,index_1_scores,index_2_price,index_2_scores,index_3_price,index_3_scores,low,low_abnormal
292,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,422,38.205128205128204,401,
293,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,423,38.11965811965812,401,
294,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,424,38.034188034188034,401,
295,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,425,37.94871794871795,401,
296,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,426,37.863247863247864,401,
297,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,427,37.77777777777778,401,
298,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,428,37.69230769230769,401,
299,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,429,37.60683760683761,401,
300,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,430,37.52136752136752,401,
301,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,431,37.43589743589744,401,
302,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,432,37.35042735042735,401,
303,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,433,37.26495726495727,401,
304,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,434,37.17948717948718,401,
305,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,435,37.0940170940171,401,
306,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,436,37.00854700854701,401,
307,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,437,36.92307692307693,401,
